original_name,formatted_address,latitude,longitude,display_name,class,type,city_district
청운동,서울특별시 종로구 청운동,37.58895,126.96784,"청운동, 청운효자동, 종로구, 서울특별시, 03047, 대한민국",place,quarter,서울특별시 종로구
신교동,서울특별시 종로구 신교동,37.58416,126.96723,"신교동, 청운효자동, 종로구, 서울특별시, 03032, 대한민국",place,quarter,서울특별시 종로구
궁정동,서울특별시 종로구 궁정동,37.5843652,126.9724327,"궁정동, 청운효자동, 종로구, 서울특별시, 03032, 대한민국",place,quarter,서울특별시 종로구
효자동,경기도 고양시 효자동,37.661127,126.95699054964274,"효자동, 덕양구, 고양시, 경기도, 대한민국",boundary,administrative,경기도 고양시
창성동,서울특별시 종로구 창성동,37.5808835,126.9725454,"창성동, 청운효자동, 종로구, 서울특별시, 03043, 대한민국",place,quarter,서울특별시 종로구
통의동,서울특별시 종로구 통의동,37.5780314,126.9729189080281,"통의동, 사직동, 종로구, 서울특별시, 03044, 대한민국",boundary,legal,서울특별시 종로구
적선동,서울특별시 종로구 적선동,37.5751085,126.9735739,"적선동, 사직동, 종로구, 서울특별시, 03170, 대한민국",place,quarter,서울특별시 종로구
통인동,서울특별시 종로구 통인동,37.5800949,126.970346,"통인동, 청운효자동, 종로구, 서울특별시, 03040, 대한민국",place,quarter,서울특별시 종로구
누상동,서울특별시 종로구 누상동,37.5804226,126.9630739,"누상동, 청운효자동, 종로구, 서울특별시, 03037, 대한민국",place,quarter,서울특별시 종로구
누하동,서울특별시 종로구 누하동,37.5789979,126.9675612,"누하동, 청운효자동, 종로구, 서울특별시, 03039, 대한민국",place,quarter,서울특별시 종로구
옥인동,서울특별시 종로구 옥인동,37.58348,126.96385,"옥인동, 청운효자동, 종로구, 서울특별시, 03037, 대한민국",place,quarter,서울특별시 종로구
체부동,서울특별시 종로구 체부동,37.57796505,126.97090667722514,"체부동, 필운동, 사직동, 종로구, 서울특별시, 03040, 대한민국",boundary,legal,서울특별시 종로구
필운동,서울특별시 종로구 필운동,37.5773635,126.9690969,"필운동, 사직동, 종로구, 서울특별시, 03027, 대한민국",place,quarter,서울특별시 종로구
내자동,서울특별시 종로구 내자동,37.57522,126.97146,"내자동, 사직동, 종로구, 서울특별시, 03169, 대한민국",place,quarter,서울특별시 종로구
사직동,서울특별시 종로구 사직동,37.5738317,126.97030410681307,"사직동, 종로구, 서울특별시, 대한민국",boundary,administrative,서울특별시 종로구
도렴동,서울특별시 종로구 도렴동,37.5734581,126.9743691,"도렴동, 사직동, 종로구, 서울특별시, 03173, 대한민국",place,quarter,서울특별시 종로구
당주동,서울특별시 종로구 당주동,37.5716796,126.9739063,"당주동, 사직동, 종로구, 서울특별시, 03182, 대한민국",place,quarter,서울특별시 종로구
내수동,서울특별시 종로구 내수동,37.57294,126.9718,"내수동, 사직동, 종로구, 서울특별시, 03173, 대한민국",place,quarter,서울특별시 종로구
세종로,서울특별시 종로구 세종로,37.5757452,126.9766915,"세종로, 사직동, 종로구, 서울특별시, 03171, 대한민국",place,quarter,서울특별시 종로구
신문로1가,서울특별시 종로구 신문로1가,37.57017,126.97417,"신문로1가, 사직동, 종로구, 서울특별시, 03182, 대한민국",place,quarter,서울특별시 종로구
신문로2가,서울특별시 종로구 신문로2가,37.57073,126.96859,"신문로2가, 사직동, 종로구, 서울특별시, 03177, 대한민국",place,quarter,서울특별시 종로구
청진동,서울특별시 종로구 청진동,37.57125,126.9799,"청진동, 종로1·2·3·4가동, 종로구, 서울특별시, 03156, 대한민국",place,quarter,서울특별시 종로구
서린동,서울특별시 종로구 서린동,37.56925,126.97959,"서린동, 종로1·2·3·4가동, 종로구, 서울특별시, 03188, 대한민국",place,quarter,서울특별시 종로구
수송동,서울특별시 종로구 수송동,37.57371,126.98093,"수송동, 종로1·2·3·4가동, 종로구, 서울특별시, 03144, 대한민국",place,quarter,서울특별시 종로구
중학동,서울특별시 종로구 중학동,37.5750852,126.9794823,"중학동, 종로1·2·3·4가동, 종로구, 서울특별시, 03142, 대한민국",place,quarter,서울특별시 종로구
종로1가,서울특별시 종로구 종로1가,37.5703372,126.98042670430696,"종로1가, 종로1·2·3·4가동, 종로구, 서울특별시, 대한민국",boundary,legal,서울특별시 종로구
공평동,서울특별시 종로구 공평동,37.57144,126.98279,"공평동, 종로1·2·3·4가동, 종로구, 서울특별시, 03150, 대한민국",place,quarter,서울특별시 종로구
관훈동,서울특별시 종로구 관훈동,37.5742524,126.9845658,"관훈동, 종로1·2·3·4가동, 종로구, 서울특별시, 03149, 대한민국",place,quarter,서울특별시 종로구
견지동,서울특별시 종로구 견지동,37.5736581,126.98323014817984,"견지동, 종로1·2·3·4가동, 종로구, 서울특별시, 03144, 대한민국",boundary,legal,서울특별시 종로구
와룡동,서울특별시 종로구 와룡동,37.581572,126.9922844,"와룡동, 종로1·2·3·4가동, 종로구, 서울특별시, 03073, 대한민국",place,quarter,서울특별시 종로구
권농동,서울특별시 종로구 권농동,37.57537,126.99103,"권농동, 종로1·2·3·4가동, 종로구, 서울특별시, 03134, 대한민국",place,quarter,서울특별시 종로구
운니동,서울특별시 종로구 운니동,37.57603,126.98793,"운니동, 종로1·2·3·4가동, 종로구, 서울특별시, 03131, 대한민국",place,quarter,서울특별시 종로구
익선동,서울특별시 종로구 익선동,37.5743576,126.9897757,"익선동, 종로1·2·3·4가동, 종로구, 서울특별시, 03132, 대한민국",place,quarter,서울특별시 종로구
경운동,서울특별시 종로구 경운동,37.57489,126.98625,"경운동, 종로1·2·3·4가동, 종로구, 서울특별시, 03131, 대한민국",place,quarter,서울특별시 종로구
관철동,서울특별시 종로구 관철동,37.5687846,126.9857059,"관철동, 종로1·2·3·4가동, 종로구, 서울특별시, 04539, 대한민국",place,quarter,서울특별시 종로구
인사동,서울특별시 종로구 인사동,37.5716543,126.9864242,"인사동, 종로1·2·3·4가동, 종로구, 서울특별시, 03162, 대한민국",place,quarter,서울특별시 종로구
낙원동,강원특별자치도 춘천시 낙원동,37.8788193,127.7242896,"낙원동, 춘천시, 강원특별자치도, 24274, 대한민국",place,quarter,강원특별자치도 춘천시
종로2가,서울특별시 종로구 종로2가,37.5709125,126.9882267,"종로2가, 종로1·2·3·4가동, 종로구, 서울특별시, 03140, 대한민국",place,neighbourhood,서울특별시 종로구
팔판동,서울특별시 종로구 팔판동,37.5826739,126.98107813536885,"팔판동, 소격동, 삼청동, 종로구, 서울특별시, 03054, 대한민국",boundary,legal,서울특별시 종로구
삼청동,서울특별시 종로구 삼청동,37.58964,126.98112,"삼청동, 종로구, 서울특별시, 03049, 대한민국",place,quarter,서울특별시 종로구
안국동,서울특별시 종로구 안국동,37.57721,126.98363,"안국동, 삼청동, 종로구, 서울특별시, 03161, 대한민국",place,quarter,서울특별시 종로구
소격동,서울특별시 종로구 소격동,37.57962,126.98073,"소격동, 삼청동, 종로구, 서울특별시, 03053, 대한민국",place,quarter,서울특별시 종로구
화동,전라남도 나주시 화동,34.9796943,126.6152957,"화동, 죽산리, 나주시, 전라남도, 58289, 대한민국",place,hamlet,전라남도 나주시
사간동,서울특별시 종로구 사간동,37.57689,126.9802,"사간동, 삼청동, 종로구, 서울특별시, 03142, 대한민국",place,quarter,서울특별시 종로구
송현동,동구 송현동,37.48632,126.64125103373158,"송현동, 동구, 인천, 대한민국",boundary,administrative,동구
가회동,서울특별시 종로구 가회동,37.58405975,126.98646442407028,"가회동, 종로구, 서울특별시, 대한민국",boundary,administrative,서울특별시 종로구
재동,서울특별시 종로구 재동,37.5783667,126.9852993,"재동, 가회동, 종로구, 서울특별시, 03060, 대한민국",place,quarter,서울특별시 종로구
계동,경기도 안성시 계동,36.9875398,127.2665412,"계동, 안성시, 경기도, 17596, 대한민국",boundary,administrative,경기도 안성시
원서동,서울특별시 종로구 원서동,37.58146,126.9889406,"원서동, 가회동, 종로구, 서울특별시, 03057, 대한민국",place,quarter,서울특별시 종로구
훈정동,서울특별시 종로구 훈정동,37.5753522,126.9938656,"훈정동, 종로1·2·3·4가동, 종로구, 서울특별시, 03134, 대한민국",place,quarter,서울특별시 종로구
묘동,서울특별시 종로구 묘동,37.5723634,126.9918466,"묘동, 종로1·2·3·4가동, 종로구, 서울특별시, 03139, 대한민국",place,quarter,서울특별시 종로구
봉익동,서울특별시 종로구 봉익동,37.572,126.99303,"봉익동, 종로1·2·3·4가동, 종로구, 서울특별시, 03139, 대한민국",place,quarter,서울특별시 종로구
돈의동,서울특별시 종로구 돈의동,37.57208,126.99082,"돈의동, 종로1·2·3·4가동, 종로구, 서울특별시, 03139, 대한민국",place,quarter,서울특별시 종로구
장사동,서울특별시 종로구 장사동,37.56897,126.99348,"장사동, 종로1·2·3·4가동, 종로구, 서울특별시, 03194, 대한민국",place,quarter,서울특별시 종로구
관수동,서울특별시 종로구 관수동,37.5688,126.99018,"관수동, 종로1·2·3·4가동, 종로구, 서울특별시, 03192, 대한민국",place,quarter,서울특별시 종로구
종로3가,서울특별시 종로구 종로3가,37.5725401,126.9902702,"종로3가, 돈화문로11길, 묘동, 종로1·2·3·4가동, 종로구, 서울특별시, 03133, 대한민국",railway,station,서울특별시 종로구
인의동,서울특별시 종로구 인의동,37.57236,126.9971,"인의동, 종로1·2·3·4가동, 종로구, 서울특별시, 03136, 대한민국",place,quarter,서울특별시 종로구
예지동,서울특별시 종로구 예지동,37.5695591,126.9982556,"예지동, 종로1·2·3·4가동, 종로구, 서울특별시, 03195, 대한민국",place,quarter,서울특별시 종로구
원남동,서울특별시 종로구 원남동,37.57538,126.99723,"원남동, 종로1·2·3·4가동, 종로구, 서울특별시, 03136, 대한민국",place,quarter,서울특별시 종로구
연지동,부산광역시 부산진구 연지동,35.1725741,129.0539533,"연지동, 부산진구, 부산광역시, 대한민국",boundary,administrative,부산광역시 부산진구
종로4가,서울특별시 종로구 종로4가,37.57036,126.99771,"종로4가, 종로1·2·3·4가동, 종로구, 서울특별시, 03195, 대한민국",place,quarter,서울특별시 종로구
효제동,서울특별시 종로구 효제동,37.5732,127.00299,"효제동, 종로5·6가동, 종로구, 서울특별시, 03126, 대한민국",place,quarter,서울특별시 종로구
종로5가,서울특별시 종로구 종로5가,37.5709867,127.0020222,"종로5가, 지하 216, 종로, 종로5가, 종로5·6가동, 종로구, 서울특별시, 03129, 대한민국",railway,station,서울특별시 종로구
종로6가,서울특별시 종로구 종로6가,37.57174,127.00681,"종로6가, 종로5·6가동, 종로구, 서울특별시, 03125, 대한민국",place,quarter,서울특별시 종로구
이화동,서울특별시 종로구 이화동,37.57663,127.00515,"이화동, 종로구, 서울특별시, 03087, 대한민국",place,quarter,서울특별시 종로구
연건동,서울특별시 종로구 연건동,37.5784056,126.9999208,"연건동, 이화동, 종로구, 서울특별시, 03080, 대한민국",place,quarter,서울특별시 종로구
충신동,서울특별시 종로구 충신동,37.57459,127.00537,"충신동, 종로5·6가동, 종로구, 서울특별시, 03125, 대한민국",place,quarter,서울특별시 종로구
동숭동,서울특별시 종로구 동숭동,37.58096,127.0051932,"동숭동, 이화동, 종로구, 서울특별시, 03088, 대한민국",place,quarter,서울특별시 종로구
혜화동,서울특별시 종로구 혜화동,37.58755,127.00217,"혜화동, 종로구, 서울특별시, 03076, 대한민국",place,quarter,서울특별시 종로구
명륜1가,서울특별시 종로구 명륜1가,37.58861,126.99689,"명륜1가, 혜화동, 종로구, 서울특별시, 03071, 대한민국",place,quarter,서울특별시 종로구
명륜2가,서울특별시 종로구 명륜2가,37.58446,126.99869,"명륜2가, 혜화동, 종로구, 서울특별시, 03073, 대한민국",place,quarter,서울특별시 종로구
명륜4가,서울특별시 종로구 명륜4가,37.58214,126.99977,"명륜4가, 혜화동, 종로구, 서울특별시, 03079, 대한민국",place,quarter,서울특별시 종로구
명륜3가,서울특별시 종로구 명륜3가,37.58659,126.99398,"명륜3가, 혜화동, 종로구, 서울특별시, 03071, 대한민국",place,quarter,서울특별시 종로구
창신동,서울특별시 종로구 창신동,37.57595,127.01313,"창신동, 창신3동, 종로구, 서울특별시, 03103, 대한민국",place,quarter,서울특별시 종로구
숭인동,서울특별시 종로구 숭인동,37.57648,127.01848,"숭인동, 숭인1동, 종로구, 서울특별시, 03110, 대한민국",place,quarter,서울특별시 종로구
교남동,서울특별시 종로구 교남동,37.5716654,126.96339035786244,"교남동, 종로구, 서울특별시, 대한민국",boundary,administrative,서울특별시 종로구
평동,광주광역시 광산구 평동,35.1248086,126.7695968,"평동, 870, 평동로, 월전동, 광산구, 광주광역시, 62420, 대한민국",railway,station,광주광역시 광산구
송월동,중구 송월동,37.47916585,126.62123026913878,"송월동, 중구, 인천, 22308, 대한민국",boundary,administrative,중구
홍파동,서울특별시 종로구 홍파동,37.571092,126.9638497,"홍파동, 교남동, 종로구, 서울특별시, 03165, 대한민국",place,quarter,서울특별시 종로구
교북동,서울특별시 종로구 교북동,37.5721169,126.9611117,"교북동, 교남동, 종로구, 서울특별시, 03026, 대한민국",place,quarter,서울특별시 종로구
행촌동,서울특별시 종로구 행촌동,37.57425,126.96215,"행촌동, 교남동, 종로구, 서울특별시, 03026, 대한민국",place,quarter,서울특별시 종로구
구기동,서울특별시 종로구 구기동,37.609029,126.9573925,"구기동, 평창동, 종로구, 서울특별시, 03000, 대한민국",place,quarter,서울특별시 종로구
평창동,서울특별시 종로구 평창동,37.61597305,126.96764782812966,"평창동, 종로구, 서울특별시, 대한민국",boundary,administrative,서울특별시 종로구
부암동,서울특별시 종로구 부암동,37.5949602,126.9657272,"부암동, 종로구, 서울특별시, 대한민국",boundary,administrative,서울특별시 종로구
홍지동,서울특별시 종로구 홍지동,37.60041,126.95648,"홍지동, 부암동, 종로구, 서울특별시, 03016, 대한민국",place,quarter,서울특별시 종로구
신영동,서울특별시 종로구 신영동,37.60277,126.9616,"신영동, 부암동, 종로구, 서울특별시, 03018, 대한민국",place,quarter,서울특별시 종로구
무악동,서울특별시 종로구 무악동,37.57672,126.95812,"무악동, 종로구, 서울특별시, 03024, 대한민국",place,quarter,서울특별시 종로구
무교동,서울특별시 중구 무교동,37.5677346,126.9783841,"무교동, 명동, 중구, 서울특별시, 04520, 대한민국",place,quarter,서울특별시 중구
다동,서울특별시 중구 다동,37.56749,126.98075,"다동, 명동, 중구, 서울특별시, 04522, 대한민국",place,quarter,서울특별시 중구
태평로1가,서울특별시 중구 태평로1가,37.56727,126.977,"태평로1가, 명동, 중구, 서울특별시, 04524, 대한민국",place,quarter,서울특별시 중구
을지로1가,서울특별시 중구 을지로1가,37.56565,126.97992,"을지로1가, 명동, 중구, 서울특별시, 04533, 대한민국",place,quarter,서울특별시 중구
을지로2가,서울특별시 중구 을지로2가,37.56541,126.98584,"을지로2가, 명동, 중구, 서울특별시, 04538, 대한민국",place,quarter,서울특별시 중구
남대문로1가,서울특별시 중구 남대문로1가,37.5673,126.98262,"남대문로1가, 명동, 중구, 서울특별시, 04540, 대한민국",place,quarter,서울특별시 중구
삼각동,서울특별시 중구 삼각동,37.5678447,126.9836991,"삼각동, 명동, 중구, 서울특별시, 04540, 대한민국",place,quarter,서울특별시 중구
수하동,서울특별시 중구 수하동,37.5672469,126.9847116,"수하동, 명동, 중구, 서울특별시, 04539, 대한민국",place,quarter,서울특별시 중구
장교동,서울특별시 중구 장교동,37.5671882,126.9865674,"장교동, 명동, 중구, 서울특별시, 04539, 대한민국",place,quarter,서울특별시 중구
수표동,서울특별시 중구 수표동,37.56717,126.98902,"수표동, 명동, 중구, 서울특별시, 04542, 대한민국",place,quarter,서울특별시 중구
소공동,서울특별시 중구 소공동,37.5636592,126.9794961,"소공동, 중구, 서울특별시, 04532, 대한민국",place,quarter,서울특별시 중구
남창동,서울특별시 중구 남창동,37.5577353,126.9774875,"남창동, 회현동, 중구, 서울특별시, 04528, 대한민국",place,quarter,서울특별시 중구
북창동,서울특별시 중구 북창동,37.5622756,126.9778395,"북창동, 소공동, 중구, 서울특별시, 04526, 대한민국",place,quarter,서울특별시 중구
태평로2가,서울특별시 중구 태평로2가,37.5645479,126.9766825,"태평로2가, 소공동, 중구, 서울특별시, 04515, 대한민국",place,quarter,서울특별시 중구
남대문로2가,서울특별시 중구 남대문로2가,37.56431,126.98189,"남대문로2가, 소공동, 중구, 서울특별시, 04534, 대한민국",place,quarter,서울특별시 중구
남대문로3가,서울특별시 중구 남대문로3가,37.56131,126.97901,"남대문로3가, 소공동, 중구, 서울특별시, 04526, 대한민국",place,quarter,서울특별시 중구
남대문로4가,서울특별시 중구 남대문로4가,37.5608824,126.9764175,"남대문로4가, 소공동, 중구, 서울특별시, 04526, 대한민국",place,quarter,서울특별시 중구
남대문로5가,서울특별시 중구 남대문로5가,37.5562433,126.9751334,"남대문로5가, 회현동, 중구, 서울특별시, 04527, 대한민국",place,quarter,서울특별시 중구
봉래동1가,서울특별시 중구 봉래동1가,37.55904,126.97248,"봉래동1가, 회현동, 중구, 서울특별시, 04512, 대한민국",place,quarter,서울특별시 중구
봉래동2가,서울특별시 중구 봉래동2가,37.55661,126.97177,"봉래동2가, 회현동, 중구, 서울특별시, 04509, 대한민국",place,quarter,서울특별시 중구
회현동1가,서울특별시 중구 회현동1가,37.55689,126.98138,"회현동1가, 회현동, 중구, 서울특별시, 04633, 대한민국",place,quarter,서울특별시 중구
회현동2가,서울특별시 중구 회현동2가,37.55833,126.98217,"회현동2가, 회현동, 중구, 서울특별시, 04632, 대한민국",place,quarter,서울특별시 중구
회현동3가,서울특별시 중구 회현동3가,37.55989,126.98357,"회현동3가, 명동, 중구, 서울특별시, 04631, 대한민국",place,quarter,서울특별시 중구
충무로1가,서울특별시 중구 충무로1가,37.56088,126.98318,"충무로1가, 명동, 중구, 서울특별시, 04536, 대한민국",place,quarter,서울특별시 중구
충무로2가,서울특별시 중구 충무로2가,37.5617898,126.98771289440938,"충무로2가, 명동, 중구, 서울특별시, 04553, 대한민국",boundary,legal,서울특별시 중구
명동1가,서울특별시 중구 명동1가,37.564195,126.9837697,"명동1가, 명동, 중구, 서울특별시, 04534, 대한민국",place,quarter,서울특별시 중구
명동2가,서울특별시 중구 명동2가,37.5628575,126.9851914,"명동2가, 명동, 중구, 서울특별시, 04537, 대한민국",place,quarter,서울특별시 중구
남산동1가,서울특별시 중구 남산동1가,37.55886,126.98426,"남산동1가, 명동, 중구, 서울특별시, 04631, 대한민국",place,quarter,서울특별시 중구
남산동2가,서울특별시 중구 남산동2가,37.55841,126.98532,"남산동2가, 명동, 중구, 서울특별시, 04630, 대한민국",place,quarter,서울특별시 중구
남산동3가,서울특별시 중구 남산동3가,37.55979,126.98709,"남산동3가, 명동, 중구, 서울특별시, 04629, 대한민국",place,quarter,서울특별시 중구
저동1가,서울특별시 중구 저동1가,37.5639465,126.9878635,"저동1가, 명동, 중구, 서울특별시, 04538, 대한민국",place,quarter,서울특별시 중구
충무로4가,서울특별시 중구 충무로4가,37.56208,126.99556,"충무로4가, 광희동, 중구, 서울특별시, 04625, 대한민국",place,quarter,서울특별시 중구
충무로5가,서울특별시 중구 충무로5가,37.5623267,126.9991376,"충무로5가, 필동, 중구, 서울특별시, 04619, 대한민국",place,quarter,서울특별시 중구
인현동2가,서울특별시 중구 인현동2가,37.56397,126.99591,"인현동2가, 광희동, 중구, 서울특별시, 04548, 대한민국",place,quarter,서울특별시 중구
예관동,서울특별시 중구 예관동,37.56408,126.99754,"예관동, 광희동, 중구, 서울특별시, 04558, 대한민국",place,quarter,서울특별시 중구
묵정동,서울특별시 중구 묵정동,37.5612,127.00019,"묵정동, 필동, 중구, 서울특별시, 04619, 대한민국",place,quarter,서울특별시 중구
필동1가,서울특별시 중구 필동1가,37.56082,126.99224,"필동1가, 필동, 중구, 서울특별시, 04627, 대한민국",place,quarter,서울특별시 중구
필동2가,서울특별시 중구 필동2가,37.5579073,126.9947847,"필동2가, 필동, 중구, 서울특별시, 04626, 대한민국",place,quarter,서울특별시 중구
필동3가,서울특별시 중구 필동3가,37.5581985,126.9966383,"필동3가, 필동, 중구, 서울특별시, 04624, 대한민국",place,quarter,서울특별시 중구
남학동,서울특별시 중구 남학동,37.56034,126.99071,"남학동, 필동, 중구, 서울특별시, 04627, 대한민국",place,quarter,서울특별시 중구
주자동,서울특별시 중구 주자동,37.56066725,126.98934615448636,"주자동, 남학동, 필동, 중구, 서울특별시, 대한민국",boundary,legal,서울특별시 중구
예장동,서울특별시 중구 예장동,37.55492,126.98941,"예장동, 필동, 중구, 서울특별시, 04340, 대한민국",place,quarter,서울특별시 중구
장충동1가,서울특별시 중구 장충동1가,37.56041,127.00706,"장충동1가, 장충동, 중구, 서울특별시, 04606, 대한민국",place,quarter,서울특별시 중구
장충동2가,서울특별시 중구 장충동2가,37.5541467,127.0002445,"장충동2가, 장충동, 중구, 서울특별시, 04620, 대한민국",place,quarter,서울특별시 중구
광희동1가,서울특별시 중구 광희동1가,37.56494,127.00442,"광희동1가, 광희동, 중구, 서울특별시, 04561, 대한민국",place,quarter,서울특별시 중구
광희동2가,서울특별시 중구 광희동2가,37.56361,127.00788,"광희동2가, 광희동, 중구, 서울특별시, 04564, 대한민국",place,quarter,서울특별시 중구
쌍림동,서울특별시 중구 쌍림동,37.56309,127.00359,"쌍림동, 광희동, 중구, 서울특별시, 04615, 대한민국",place,quarter,서울특별시 중구
을지로6가,서울특별시 중구 을지로6가,37.56719,127.00646,"을지로6가, 광희동, 중구, 서울특별시, 04564, 대한민국",place,quarter,서울특별시 중구
을지로7가,서울특별시 중구 을지로7가,37.56629,127.00897,"을지로7가, 광희동, 중구, 서울특별시, 04564, 대한민국",place,quarter,서울특별시 중구
을지로4가,서울특별시 중구 을지로4가,37.5666425,126.9981685,"을지로4가, 178, 을지로, 을지로5가, 을지로동, 중구, 서울특별시, 04546, 대한민국",railway,station,서울특별시 중구
을지로5가,서울특별시 중구 을지로5가,37.5665,127.00172,"을지로5가, 을지로동, 중구, 서울특별시, 04561, 대한민국",place,quarter,서울특별시 중구
주교동,경기도 고양시 주교동,37.6600889,126.8268991,"주교동, 덕양구, 고양시, 경기도, 대한민국",boundary,administrative,경기도 고양시
방산동,서울특별시 중구 방산동,37.56822,127.00264,"방산동, 을지로동, 중구, 서울특별시, 04546, 대한민국",place,quarter,서울특별시 중구
오장동,서울특별시 중구 오장동,37.56417,127.00024,"오장동, 광희동, 중구, 서울특별시, 04618, 대한민국",place,quarter,서울특별시 중구
을지로3가,서울특별시 중구 을지로3가,37.5663363,126.9925305,"을지로3가, 106, 을지로, 을지로3가, 을지로동, 중구, 서울특별시, 04550, 대한민국",railway,station,서울특별시 중구
입정동,서울특별시 중구 입정동,37.5676286,126.9921126,"입정동, 을지로동, 중구, 서울특별시, 04543, 대한민국",place,quarter,서울특별시 중구
산림동,서울특별시 중구 산림동,37.56738,126.99578,"산림동, 을지로동, 중구, 서울특별시, 04545, 대한민국",place,quarter,서울특별시 중구
충무로3가,서울특별시 중구 충무로3가,37.56217,126.99157,"충무로3가, 필동, 중구, 서울특별시, 04554, 대한민국",place,quarter,서울특별시 중구
초동,서울특별시 중구 초동,37.56431,126.99195,"초동, 을지로동, 중구, 서울특별시, 04556, 대한민국",place,quarter,서울특별시 중구
인현동1가,서울특별시 중구 인현동1가,37.56418,126.99393,"인현동1가, 을지로동, 중구, 서울특별시, 04556, 대한민국",place,quarter,서울특별시 중구
저동2가,서울특별시 중구 저동2가,37.56412,126.98949,"저동2가, 을지로동, 중구, 서울특별시, 04551, 대한민국",place,quarter,서울특별시 중구
신당동,서울특별시 중구 신당동,37.5651969,127.01321999381744,"신당동, 중구, 서울특별시, 대한민국",boundary,administrative,서울특별시 중구
흥인동,서울특별시 중구 흥인동,37.56738,127.01651,"흥인동, 1통, 신당동, 중구, 서울특별시, 04570, 대한민국",place,quarter,서울특별시 중구
무학동,서울특별시 중구 무학동,37.56391,127.01477,"무학동, 3통, 신당동, 중구, 서울특별시, 04611, 대한민국",place,quarter,서울특별시 중구
황학동,서울특별시 중구 황학동,37.5675499,127.02172,"황학동, 중구, 서울특별시, 대한민국",boundary,administrative,서울특별시 중구
서소문동,서울특별시 중구 서소문동,37.56283,126.97365,"서소문동, 소공동, 중구, 서울특별시, 04514, 대한민국",place,quarter,서울특별시 중구
정동,서울특별시 중구 정동,37.5661683,126.9726202,"정동, 소공동, 중구, 서울특별시, 04518, 대한민국",place,quarter,서울특별시 중구
순화동,서울특별시 중구 순화동,37.5623,126.97037,"순화동, 소공동, 중구, 서울특별시, 03739, 대한민국",place,quarter,서울특별시 중구
의주로1가,서울특별시 중구 의주로1가,37.56509,126.96799,"의주로1가, 소공동, 중구, 서울특별시, 03739, 대한민국",place,quarter,서울특별시 중구
충정로1가,서울특별시 중구 충정로1가,37.56652,126.96771,"충정로1가, 소공동, 중구, 서울특별시, 03735, 대한민국",place,quarter,서울특별시 중구
중림동,서울특별시 중구 중림동,37.5567609,126.96630371330951,"중림동, 중구, 서울특별시, 대한민국",boundary,administrative,서울특별시 중구
의주로2가,서울특별시 중구 의주로2가,37.56088,126.96923,"의주로2가, 중림동, 중구, 서울특별시, 03742, 대한민국",place,quarter,서울특별시 중구
만리동1가,서울특별시 중구 만리동1가,37.55575,126.96685,"만리동1가, 중림동, 중구, 서울특별시, 04507, 대한민국",place,quarter,서울특별시 중구
만리동2가,서울특별시 중구 만리동2가,37.5542952,126.96403915338996,"만리동2가, 중림동, 중구, 서울특별시, 04500, 대한민국",boundary,legal,서울특별시 중구
후암동,서울특별시 용산구 후암동,37.55011,126.98028,"후암동, 용산구, 서울특별시, 대한민국",boundary,administrative,서울특별시 용산구
용산동2가,서울특별시 용산구 용산동2가,37.54305,126.98558,"용산동2가, 용산2가동, 용산구, 서울특별시, 04338, 대한민국",place,quarter,서울특별시 용산구
용산동4가,서울특별시 용산구 용산동4가,37.53046,126.9858,"용산동4가, 용산2가동, 용산구, 서울특별시, 04390, 대한민국",place,quarter,서울특별시 용산구
갈월동,서울특별시 용산구 갈월동,37.54487,126.9715441,"갈월동, 남영동, 용산구, 서울특별시, 04321, 대한민국",place,quarter,서울특별시 용산구
남영동,서울특별시 용산구 남영동,37.54508045,126.97488842324076,"남영동, 용산구, 서울특별시, 대한민국",boundary,administrative,서울특별시 용산구
용산동1가,서울특별시 용산구 용산동1가,37.54011,126.9767,"용산동1가, 남영동, 용산구, 서울특별시, 04353, 대한민국",place,quarter,서울특별시 용산구
동자동,서울특별시 용산구 동자동,37.55112,126.97251,"동자동, 남영동, 용산구, 서울특별시, 04320, 대한민국",place,quarter,서울특별시 용산구
서계동,서울특별시 용산구 서계동,37.55234,126.96595,"서계동, 청파동, 용산구, 서울특별시, 04303, 대한민국",place,quarter,서울특별시 용산구
청파동1가,서울특별시 용산구 청파동1가,37.5488,126.96668,"청파동1가, 청파동, 용산구, 서울특별시, 04303, 대한민국",place,quarter,서울특별시 용산구
청파동2가,서울특별시 용산구 청파동2가,37.54655,126.96675,"청파동2가, 청파동, 용산구, 서울특별시, 04314, 대한민국",place,quarter,서울특별시 용산구
청파동3가,서울특별시 용산구 청파동3가,37.5430014,126.9666002,"청파동3가, 청파동, 용산구, 서울특별시, 04314, 대한민국",place,quarter,서울특별시 용산구
원효로1가,서울특별시 용산구 원효로1가,37.537689150000006,126.96732507803657,"원효로1가, 용산구, 서울특별시, 대한민국",boundary,administrative,서울특별시 용산구
원효로2가,서울특별시 용산구 원효로2가,37.53321735,126.95234701063902,"원효로2가, 용산구, 서울특별시, 04365, 대한민국",boundary,administrative,서울특별시 용산구
신창동,광주광역시 광산구 신창동,35.1901594,126.8467735,"신창동, 광산구, 광주광역시, 대한민국",boundary,administrative,광주광역시 광산구
산천동,서울특별시 용산구 산천동,37.53558,126.95029,"산천동, 원효로2가, 용산구, 서울특별시, 04365, 대한민국",place,quarter,서울특별시 용산구
